swaps_per_edge,seed,n,m,density,mean_degree,degree_cv,degree_gini,degree_q25,degree_q50,degree_q75,degree_q95,clustering_mean,clustering_q25,clustering_q50,clustering_q75,transitivity,triangles,components,largest_component_fraction,isolate_fraction,bridges,bridge_fraction,articulation_fraction,core_max,core_mean,communities,modularity,largest_community_fraction,community_gini,assortativity,betweenness_mean,betweenness_q95
3.0,3,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.018595238095238092,0.0,0.0,0.03571428571428571,0.019079024849841007,54,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,9,0.32257291666666665,0.16333333333333333,0.13851851851851849,-0.02290859015102313,0.006687266870820296,0.013542197937001295
3.0,4,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.025296296296296296,0.0,0.027777777777777776,0.03571428571428571,0.025438699799788012,72,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,11,0.3328715277777778,0.14,0.17757575757575772,-0.012823575881928628,0.0066725574729126404,0.01304239815201434
3.0,5,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.02337301587301587,0.0,0.0,0.03571428571428571,0.023318808149805678,66,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,12,0.32355243055555555,0.12333333333333334,0.16888888888888887,-0.018586441178554215,0.006643408259432912,0.013553284397250419
3.0,6,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.018417989417989417,0.0,0.0,0.03571428571428571,0.01801907902484984,51,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,10,0.32400729166666664,0.15666666666666668,0.15999999999999992,0.013109317952885967,0.006617516497031805,0.013291853225107647
3.0,7,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.01591269841269841,0.0,0.0,0.03571428571428571,0.015545872099870451,44,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,10,0.3240604166666667,0.17666666666666667,0.22733333333333317,-0.002738561612834085,0.0066603963339970694,0.01348000011278908
3.0,8,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.01927777777777778,0.0,0.0,0.03571428571428571,0.019432340124838063,55,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,10,0.31952708333333335,0.13333333333333333,0.1519999999999999,-0.022908590151023277,0.0066465005017810365,0.013253632640071119
3.0,9,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.022518518518518514,0.0,0.0,0.03571428571428571,0.022612177599811566,64,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,10,0.32054270833333337,0.17666666666666667,0.18866666666666654,0.02319433222198041,0.006659170269495625,0.012906651827177412
10.0,0,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.017851851851851855,0.0,0.0,0.03571428571428571,0.017665763749852785,50,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,9,0.32245833333333335,0.19666666666666666,0.18148148148148135,-0.02146787382686667,0.006632344300447507,0.013552863001896082
10.0,1,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.024182539682539684,0.0,0.0,0.03571428571428571,0.025085384524790956,71,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,11,0.3277565972222222,0.16,0.17272727272727284,0.017431466925354962,0.006665643702457883,0.013065378136404413
10.0,2,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.01771957671957672,0.0,0.0,0.03571428571428571,0.01801907902484984,51,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,12,0.32030625,0.12666666666666668,0.19111111111111123,0.0015835873596350305,0.006647985153754008,0.014250485369831102
10.0,3,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.027047619047619046,0.0,0.027777777777777776,0.03571428571428571,0.02720527617477329,77,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,10,0.3254503472222222,0.14,0.1359999999999999,-0.004179277936990528,0.006658760522513712,0.013821146569008212
10.0,4,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.02107142857142857,0.0,0.0,0.03571428571428571,0.02119891649982334,60,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,9,0.3284076388888889,0.14,0.09111111111111114,-0.018586441178554094,0.006620283641405904,0.013529665348901055
10.0,5,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.022404761904761903,0.0,0.0,0.03571428571428571,0.02225886232481451,63,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,11,0.32383368055555556,0.13666666666666666,0.10303030303030303,0.008787168980416725,0.006656996369584793,0.013079805606533237
10.0,6,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.022738095238095238,0.0,0.0,0.03571428571428571,0.023318808149805678,66,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,11,0.3196100694444444,0.13333333333333333,0.18545454545454554,0.02031289957366773,0.0066185789966551325,0.013737767658121984
10.0,7,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.02325925925925926,0.0,0.0,0.03571428571428571,0.023318808149805678,66,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,11,0.31161805555555555,0.11666666666666667,0.10909090909090913,-0.012823575881928513,0.006630849279386375,0.014033461994678621
10.0,8,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.01884126984126984,0.0,0.0,0.03571428571428571,0.019079024849841007,54,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,10,0.324134375,0.12333333333333334,0.12199999999999989,0.00014287103547860961,0.006678011625247112,0.013308414680774733
10.0,9,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.018629629629629628,0.0,0.0,0.03571428571428571,0.019079024849841007,54,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,11,0.31425590277777776,0.15333333333333332,0.1575757575757577,0.014550034277042257,0.006625261517375793,0.014120158412401504
