beta,seed,n,m,density,mean_degree,degree_cv,degree_gini,degree_q25,degree_q50,degree_q75,degree_q95,clustering_mean,clustering_q25,clustering_q50,clustering_q75,transitivity,triangles,components,largest_component_fraction,isolate_fraction,bridges,bridge_fraction,articulation_fraction,core_max,core_mean,communities,modularity,largest_community_fraction,community_gini,assortativity,betweenness_mean,betweenness_q95
0.005,3,300,1200,0.026755852842809364,8.0,0.025,0.004899999999999904,8.0,8.0,8.0,8.0,0.6328306878306881,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6320485367594575,1771,1,1.0,0.0,0,0.0,0.0,7.0,7.0,10,0.8089569444444444,0.12333333333333334,0.12466666666666648,-0.021471753179070303,0.03059303635700258,0.08448236337085853
0.005,4,300,1200,0.026755852842809364,8.0,0.02282177322938192,0.0040972222222221966,8.0,8.0,8.0,8.0,0.6352777777777779,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.634622248661511,1778,1,1.0,0.0,0,0.0,0.0,7.0,7.0,11,0.8143923611111111,0.11333333333333333,0.11393939393939401,0.0495049504950488,0.03169775207297057,0.12665185437257315
0.005,5,300,1200,0.026755852842809364,8.0,0.03227486121839514,0.008055555555555483,8.0,8.0,8.0,8.0,0.6264153439153439,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6249702734839477,1752,1,1.0,0.0,0,0.0,0.0,7.0,7.0,9,0.8098190972222222,0.12666666666666668,0.046666666666666634,-0.0260688216892599,0.023538563301128603,0.09378603220985567
0.005,6,300,1200,0.026755852842809364,8.0,0.033850160019316504,0.008080555555555424,8.0,8.0,8.0,8.0,0.6279867724867726,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6266793484722387,1757,1,1.0,0.0,0,0.0,0.0,7.0,7.0,12,0.806896875,0.12,0.12944444444444447,-0.0011092877639145265,0.02635716275722361,0.11478381188508958
0.005,7,300,1200,0.026755852842809364,8.0,0.030618621784789725,0.00727499999999992,8.0,8.0,8.0,8.0,0.6301322751322752,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6289689618266143,1763,1,1.0,0.0,0,0.0,0.0,7.0,7.0,11,0.8057270833333333,0.12666666666666668,0.16060606060606064,-0.014840301671705807,0.027363159561794383,0.07328349150037776
0.005,8,300,1200,0.026755852842809364,8.0,0.027003086243366083,0.005697222222222242,8.0,8.0,8.0,8.0,0.6338888888888891,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6326870465088617,1773,1,1.0,0.0,0,0.0,0.0,7.0,7.0,10,0.8107788194444444,0.13,0.11933333333333329,0.017140474453097895,0.02493226946551116,0.08043809820169259
0.005,9,300,1200,0.026755852842809364,8.0,0.014433756729740645,0.0016555555555555213,8.0,8.0,8.0,8.0,0.6401587301587303,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6398476553201619,1792,1,1.0,0.0,0,0.0,0.0,7.0,7.0,10,0.8117493055555556,0.12,0.09999999999999987,-0.00020837674515523995,0.03892027732763671,0.10411616389037343
0.01,0,300,1200,0.026755852842809364,8.0,0.04330127018922193,0.013408333333333244,8.0,8.0,8.0,9.0,0.6174391534391536,0.6071428571428571,0.6428571428571429,0.6428571428571429,0.6151104775481112,1726,1,1.0,0.0,0,0.0,0.0,7.0,6.996666666666667,12,0.8080368055555556,0.12333333333333334,0.09388888888888891,-0.009024372912669883,0.01837628478125816,0.07860196710686111
0.01,1,300,1200,0.026755852842809364,8.0,0.036799003609699364,0.009630555555555587,8.0,8.0,8.0,8.0,0.6225899470899472,0.6071428571428571,0.6428571428571429,0.6428571428571429,0.6204683228337098,1740,1,1.0,0.0,0,0.0,0.0,7.0,6.996666666666667,11,0.8081190972222222,0.12666666666666668,0.11757575757575767,0.008518478736852578,0.02005540187257085,0.08846091873687022
0.01,2,300,1200,0.026755852842809364,8.0,0.03952847075210474,0.011158333333333159,8.0,8.0,8.0,8.0,0.6230661375661377,0.6190476190476191,0.6428571428571429,0.6428571428571429,0.6210338680926917,1742,1,1.0,0.0,0,0.0,0.0,7.0,7.0,11,0.8058052083333334,0.12333333333333334,0.1266666666666667,-0.009669211195928971,0.025104351453308516,0.09508153020048668
