n,m,density,mean_degree,degree_cv,degree_gini,degree_q25,degree_q50,degree_q75,degree_q95,clustering_mean,clustering_q25,clustering_q50,clustering_q75,transitivity,triangles,components,largest_component_fraction,isolate_fraction,bridges,bridge_fraction,articulation_fraction,core_max,core_mean,communities,modularity,largest_community_fraction,community_gini,assortativity,betweenness_mean,betweenness_q95,family,size,seed,generation_seed,analysis_seed
240,948,0.03305439330543933,7.9,0.3338670085603096,0.186207805907173,6.0,8.0,10.0,12.049999999999983,0.024256010193510192,0.0,0.0,0.03571428571428571,0.02359002169197397,58,1,1.0,0.0,2,0.002109704641350211,0.008333333333333333,5.0,4.820833333333334,10,0.3257218171945379,0.19166666666666668,0.22833333333333328,-0.03584469924685746,0.007787966209178473,0.020210235395212363,Random,240,8,364663519,4121779791
240,958,0.03340306834030683,7.983333333333333,0.33997192805937754,0.18820024356297838,6.0,8.0,9.0,13.0,0.03558423058423058,0.0,0.027777777777777776,0.05555555555555555,0.03564827039873251,90,1,1.0,0.0,1,0.0010438413361169101,0.004166666666666667,5.0,4.8375,10,0.3305506644409674,0.14166666666666666,0.16749999999999998,0.021057736421463295,0.007845078003962641,0.018386916806305536,Random,240,9,1109622110,2270227490
240,945,0.03294979079497908,7.875,0.3381858934028482,0.1880246913580248,6.0,7.5,10.0,12.0,0.034350429662929664,0.0,0.022222222222222223,0.047619047619047616,0.030620577027762656,75,1,1.0,0.0,1,0.0010582010582010583,0.004166666666666667,5.0,4.85,9,0.32150331737633325,0.15833333333333333,0.15740740740740744,-0.02391984663558245,0.007854695884328211,0.02166131131658555,Random,240,10,2902805579,3770341970
240,1040,0.03626220362622036,8.666666666666666,0.32081396109448873,0.1800921474358974,7.0,9.0,11.0,13.0,0.03553692358839418,0.0,0.034340659340659344,0.05454545454545454,0.03707448601280755,110,1,1.0,0.0,1,0.0009615384615384616,0.004166666666666667,6.0,5.666666666666667,8,0.30489829881656805,0.175,0.10624999999999996,-0.031027137317375678,0.007509949785034734,0.018715452049295294,Random,240,11,3388539319,8687201
480,1886,0.016405706332637437,7.858333333333333,0.3230984106349495,0.1819282431954754,6.0,8.0,10.0,12.0,0.015558116651866653,0.0,0.0,0.027777777777777776,0.014500759563596189,70,1,1.0,0.0,0,0.0,0.0,5.0,4.841666666666667,13,0.33044048967162176,0.13958333333333334,0.22275641025641035,-0.03916044844956002,0.004702824525005925,0.01532186999813322,Random,480,0,3027534892,1964782051
480,1905,0.01657098121085595,7.9375,0.37329257340771915,0.20842519685039362,6.0,8.0,10.0,13.0,0.018228228510252506,0.0,0.0,0.027777777777777776,0.017424786269007373,89,1,1.0,0.0,2,0.0010498687664041995,0.004166666666666667,5.0,4.75,13,0.32004532897954685,0.13958333333333334,0.21314102564102577,0.02268480198518843,0.004701953175166164,0.013303906725169021,Random,480,1,3561019916,2119011032
480,1905,0.01657098121085595,7.9375,0.35541391733879146,0.1976421697287838,6.0,8.0,10.0,13.0,0.013255120424238072,0.0,0.0,0.01904761904761905,0.013883379611265371,70,3,0.9958333333333333,0.004166666666666667,2,0.0010498687664041995,0.004166666666666667,5.0,4.808333333333334,15,0.32592528296167705,0.1125,0.27027777777777784,0.01486619653899363,0.00463174267537239,0.014467065187893239,Random,480,2,3052510481,2395908175
480,1841,0.0160142658315936,7.670833333333333,0.33183061135700526,0.18673841209487585,6.0,8.0,9.0,12.0,0.014268821456321457,0.0,0.0,0.022222222222222223,0.012792714657415438,59,2,0.9979166666666667,0.0020833333333333333,0,0.0,0.0,5.0,4.797916666666667,13,0.3343361025539045,0.13541666666666666,0.2743589743589745,0.012657173303773884,0.004701275357725365,0.013650264285183742,Random,480,3,1374122008,2237421612
480,2038,0.017727905358385525,8.491666666666667,0.3447599647290095,0.19200196270853764,6.0,8.0,10.0,13.0,0.014583558659119804,0.0,0.0,0.02291666666666667,0.01593073593073593,92,1,1.0,0.0,1,0.0004906771344455348,0.0020833333333333333,6.0,5.497916666666667,11,0.3160720356407839,0.14791666666666667,0.1886363636363637,0.02624023639753146,0.004485505237147313,0.012483672342453204,Random,480,4,1991707748,3378025466
480,1955,0.017005915100904663,8.145833333333334,0.33440912387474836,0.18610294117647053,6.0,8.0,10.0,13.0,0.018245451784054723,0.0,0.0,0.027777777777777776,0.018094089264173704,95,1,1.0,0.0,2,0.0010230179028132991,0.004166666666666667,5.0,4.866666666666666,12,0.33029572020067893,0.12916666666666668,0.2177083333333334,-0.009455957123476105,0.004511639199506335,0.012567184003536213,Random,480,5,2148115105,1015491157
480,1980,0.01722338204592902,8.25,0.35321775055655663,0.19912984006734002,6.0,8.0,10.0,14.0,0.018721183500595262,0.0,0.0,0.027777777777777776,0.018666503995607882,102,2,0.9979166666666667,0.0020833333333333333,0,0.0,0.0,6.0,5.38125,12,0.3339302112029385,0.13125,0.24687500000000018,-0.023089461096564855,0.00459347307399449,0.013394214947388175,Random,480,6,1465088221,510443419
