mechanism,fraction,seed,signature_distance,n,m,density,mean_degree,degree_cv,degree_gini,degree_q25,degree_q50,degree_q75,degree_q95,clustering_mean,clustering_q25,clustering_q50,clustering_q75,transitivity,triangles,components,largest_component_fraction,isolate_fraction,bridges,bridge_fraction,articulation_fraction,core_max,core_mean,communities,modularity,largest_community_fraction,community_gini,assortativity,betweenness_mean,betweenness_q95
Uniform,0.0,10,0.0,300,1249,0.027848383500557412,8.326666666666666,0.32254883943668544,0.181056845476381,6.75,8.0,10.0,13.0,0.0466519869019869,0.0,0.03571428571428571,0.06666666666666667,0.046907065376722366,160,1,1.0,0.0,2,0.0016012810248198558,0.006666666666666667,6.0,5.586666666666667,4,0.49513077235206904,0.25666666666666665,0.01333333333333342,-0.01958416701860475,0.006777681738989988,0.01914377333376024
Uniform,0.0,11,0.0,300,1249,0.027848383500557412,8.326666666666666,0.32254883943668544,0.181056845476381,6.75,8.0,10.0,13.0,0.0466519869019869,0.0,0.03571428571428571,0.06666666666666667,0.046907065376722366,160,1,1.0,0.0,2,0.0016012810248198558,0.006666666666666667,6.0,5.586666666666667,4,0.49513077235206904,0.25666666666666665,0.01333333333333342,-0.01958416701860475,0.006777681738989988,0.01914377333376024
Uniform,0.05,0,2.0809715001240847,300,1187,0.026465997770345598,7.913333333333333,0.3301551123449153,0.18534962089300744,6.0,8.0,9.25,12.0,0.043287120287120284,0.0,0.03571428571428571,0.06666666666666667,0.04420368364030336,136,1,1.0,0.0,2,0.0016849199663016006,0.006666666666666667,5.0,4.82,4,0.4712428023611591,0.27666666666666667,0.03333333333333344,-0.020102289781504044,0.007006012634254136,0.019864058729188647
Uniform,0.05,1,2.0652896415130124,300,1187,0.026465997770345598,7.913333333333333,0.3312817893755324,0.18572591968548147,6.0,8.0,10.0,12.050000000000011,0.04443172568172568,0.0,0.03571428571428571,0.06666666666666667,0.04481974667099708,138,1,1.0,0.0,2,0.0016849199663016006,0.006666666666666667,5.0,4.803333333333334,4,0.4774239177724989,0.2966666666666667,0.05666666666666664,-0.024034112685331652,0.006993395862046218,0.01846720872846429
Uniform,0.05,2,1.8648961476017076,300,1187,0.026465997770345598,7.913333333333333,0.32805244626770164,0.18468969390620615,6.0,8.0,10.0,12.0,0.04626031376031376,0.0,0.03571428571428571,0.06666666666666667,0.04589345774113052,141,1,1.0,0.0,2,0.0016849199663016006,0.006666666666666667,5.0,4.816666666666666,4,0.47453279667615117,0.25666666666666665,0.014999999999999902,-0.013376106628736764,0.006960138574994043,0.019518918150314233
Uniform,0.05,3,4.566122683066625,300,1187,0.026465997770345598,7.913333333333333,0.32248835560970257,0.18039876439202462,6.0,8.0,9.0,12.0,0.04369181744181744,0.0,0.03571428571428571,0.06666666666666667,0.0437765436131983,134,2,0.9966666666666667,0.0033333333333333335,1,0.0008424599831508003,0.0033333333333333335,5.0,4.82,6,0.4898390241375077,0.26,0.3355555555555554,-0.024038424926158285,0.0069457538429570555,0.01886002456012505
Uniform,0.05,4,1.8791633179535858,300,1187,0.026465997770345598,7.913333333333333,0.33575069177790007,0.18887672002246547,6.0,8.0,10.0,13.0,0.04349304399304399,0.0,0.03571428571428571,0.06666666666666667,0.04338909875876956,134,1,1.0,0.0,2,0.0016849199663016006,0.006666666666666667,5.0,4.78,4,0.4915785939931965,0.25666666666666665,0.014999999999999902,-0.019289912595569756,0.006975144332887191,0.019112148007262682
Uniform,0.05,5,2.192321296923256,300,1187,0.026465997770345598,7.913333333333333,0.329509567256487,0.18487784330244317,6.0,8.0,9.0,12.050000000000011,0.04302939652939653,0.0,0.03571428571428571,0.06666666666666667,0.043897680468241926,135,1,1.0,0.0,2,0.0016849199663016006,0.006666666666666667,5.0,4.81,4,0.45425520362761707,0.27,0.02499999999999991,-0.02164858214502856,0.006987277072398122,0.018778022083866194
Uniform,0.05,6,1.8619077342116845,300,1187,0.026465997770345598,7.913333333333333,0.32918631998701625,0.1842319573153608,6.0,8.0,10.0,13.0,0.04376056351056351,0.0,0.03571428571428571,0.06666666666666667,0.04358196010407632,134,1,1.0,0.0,2,0.0016849199663016006,0.006666666666666667,5.0,4.803333333333334,4,0.4686721283434909,0.25666666666666665,0.008333333333333304,-0.009422783405336074,0.006985973431868005,0.020337294939370813
Uniform,0.05,7,2.845912497922587,300,1187,0.026465997770345598,7.913333333333333,0.3306384440411132,0.18506599269867996,6.0,8.0,10.0,13.0,0.04551833351833352,0.0,0.03571428571428571,0.06785714285714285,0.04613884977797032,142,1,1.0,0.0,2,0.0016849199663016006,0.006666666666666667,5.0,4.82,5,0.492416795543408,0.25333333333333335,0.19733333333333336,-0.029959960875843714,0.007019241537362424,0.01848887230618537
