atlas_id,n,m,degree_key,closure_key,extended_key
409,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
410,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
411,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
412,7,8,"(7, (1, 1, 2, 3, 3, 3, 3))","(7, (1, 1, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)))","(7, (1, 1, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
413,7,8,"(7, (1, 1, 2, 3, 3, 3, 3))","(7, (1, 1, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (1, 1, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
414,7,8,"(7, (1, 1, 2, 3, 3, 3, 3))","(7, (1, 1, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)))","(7, (1, 1, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
415,7,8,"(7, (1, 1, 2, 3, 3, 3, 3))","(7, (1, 1, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 1, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
416,7,8,"(7, (1, 1, 2, 3, 3, 3, 3))","(7, (1, 1, 2, 3, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 1, 2, 3, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
417,7,8,"(7, (1, 1, 2, 3, 3, 3, 3))","(7, (1, 1, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (1, 1, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)), (1, 1, 2, 2, 2, 2, 2), 1, 2)"
418,7,8,"(7, (1, 1, 2, 3, 3, 3, 3))","(7, (1, 1, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 3, 3, 3, 3), 2, 2)"
419,7,8,"(7, (1, 2, 2, 2, 2, 2, 5))","(7, (1, 2, 2, 2, 2, 2, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.1), np.float64(1.0), np.float64(1.0)))","(7, (1, 2, 2, 2, 2, 2, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.1), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
420,7,8,"(7, (1, 2, 2, 2, 2, 2, 5))","(7, (1, 2, 2, 2, 2, 2, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.2), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (1, 2, 2, 2, 2, 2, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.2), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
421,7,8,"(7, (1, 2, 2, 2, 2, 3, 4))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
422,7,8,"(7, (1, 2, 2, 2, 2, 3, 4))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
423,7,8,"(7, (1, 2, 2, 2, 2, 3, 4))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
424,7,8,"(7, (1, 2, 2, 2, 2, 3, 4))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
425,7,8,"(7, (1, 2, 2, 2, 2, 3, 4))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
426,7,8,"(7, (1, 2, 2, 2, 2, 3, 4))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(1.0), np.float64(1.0)))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
427,7,8,"(7, (1, 2, 2, 2, 2, 3, 4))","(7, (1, 2, 2, 2, 2, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 2, 2, 2, 2, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
428,7,8,"(7, (1, 2, 2, 2, 2, 3, 4))","(7, (1, 2, 2, 2, 2, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 2, 2, 2, 2, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
429,7,8,"(7, (1, 2, 2, 2, 2, 3, 4))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 2, 1)"
430,7,8,"(7, (1, 2, 2, 2, 2, 3, 4))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(1.0), np.float64(1.0)))","(7, (1, 2, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
431,7,8,"(7, (1, 2, 2, 2, 2, 3, 4))","(7, (1, 2, 2, 2, 2, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 2, 2, 2, 2, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
432,7,8,"(7, (1, 2, 2, 2, 3, 3, 3))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
433,7,8,"(7, (1, 2, 2, 2, 3, 3, 3))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
434,7,8,"(7, (1, 2, 2, 2, 3, 3, 3))","(7, (1, 2, 2, 2, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 2, 2, 2, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
435,7,8,"(7, (1, 2, 2, 2, 3, 3, 3))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
436,7,8,"(7, (1, 2, 2, 2, 3, 3, 3))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 2, 1)"
437,7,8,"(7, (1, 2, 2, 2, 3, 3, 3))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
438,7,8,"(7, (1, 2, 2, 2, 3, 3, 3))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
439,7,8,"(7, (1, 2, 2, 2, 3, 3, 3))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)))","(7, (1, 2, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
440,7,8,"(7, (1, 2, 2, 2, 3, 3, 3))","(7, (1, 2, 2, 2, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 2, 2, 2, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
441,7,8,"(7, (1, 2, 2, 2, 3, 3, 3))","(7, (1, 2, 2, 2, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 2, 2, 2, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
442,7,8,"(7, (1, 2, 2, 2, 3, 3, 3))","(7, (1, 2, 2, 2, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 2, 2, 2, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
443,7,8,"(7, (2, 2, 2, 2, 2, 2, 4))","(7, (2, 2, 2, 2, 2, 2, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(1.0), np.float64(1.0)))","(7, (2, 2, 2, 2, 2, 2, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2, 2), 0, 1)"
444,7,8,"(7, (2, 2, 2, 2, 2, 2, 4))","(7, (2, 2, 2, 2, 2, 2, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (2, 2, 2, 2, 2, 2, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (2, 2, 2, 2, 2, 2, 2), 0, 1)"
445,7,8,"(7, (2, 2, 2, 2, 2, 3, 3))","(7, (2, 2, 2, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (2, 2, 2, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (2, 2, 2, 2, 2, 2, 2), 0, 1)"
446,7,8,"(7, (2, 2, 2, 2, 2, 3, 3))","(7, (2, 2, 2, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)))","(7, (2, 2, 2, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)), (2, 2, 2, 2, 2, 2, 2), 0, 1)"
447,7,8,"(7, (2, 2, 2, 2, 2, 3, 3))","(7, (2, 2, 2, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(7, (2, 2, 2, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2, 2), 1, 1)"
448,7,8,"(7, (2, 2, 2, 2, 2, 3, 3))","(7, (2, 2, 2, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (2, 2, 2, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (2, 2, 2, 2, 2, 2, 2), 0, 1)"
449,7,8,"(7, (2, 2, 2, 2, 2, 3, 3))","(7, (2, 2, 2, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (2, 2, 2, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (2, 2, 2, 2, 2, 2, 2), 0, 1)"
450,7,8,"(7, (2, 2, 2, 2, 2, 3, 3))","(7, (2, 2, 2, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (2, 2, 2, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2, 2), 2, 1)"
451,7,8,"(7, (2, 2, 2, 2, 2, 3, 3))","(7, (2, 2, 2, 2, 2, 3, 3), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (2, 2, 2, 2, 2, 3, 3), (np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2, 2), 0, 2)"
452,7,9,"(7, (0, 0, 3, 3, 4, 4, 4))","(7, (0, 0, 3, 3, 4, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0)))","(7, (0, 0, 3, 3, 4, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(0.833333333333), np.float64(1.0), np.float64(1.0)), (0, 0, 3, 3, 3, 3, 3), 0, 3)"
453,7,9,"(7, (0, 1, 2, 3, 3, 4, 5))","(7, (0, 1, 2, 3, 3, 4, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.4), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (0, 1, 2, 3, 3, 4, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.4), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 1, 2, 3, 3, 3, 3), 1, 2)"
454,7,9,"(7, (0, 1, 2, 3, 4, 4, 4))","(7, (0, 1, 2, 3, 4, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (0, 1, 2, 3, 4, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (0, 1, 2, 3, 3, 3, 3), 1, 2)"
455,7,9,"(7, (0, 1, 3, 3, 3, 3, 5))","(7, (0, 1, 3, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.4), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (0, 1, 3, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.4), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (0, 1, 3, 3, 3, 3, 3), 1, 2)"
456,7,9,"(7, (0, 1, 3, 3, 3, 4, 4))","(7, (0, 1, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (0, 1, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (0, 1, 3, 3, 3, 3, 3), 1, 2)"
457,7,9,"(7, (0, 1, 3, 3, 3, 4, 4))","(7, (0, 1, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (0, 1, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (0, 1, 2, 3, 3, 3, 3), 1, 2)"
458,7,9,"(7, (0, 2, 2, 2, 2, 5, 5))","(7, (0, 2, 2, 2, 2, 5, 5), (np.float64(0.0), np.float64(0.4), np.float64(0.4), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (0, 2, 2, 2, 2, 5, 5), (np.float64(0.0), np.float64(0.4), np.float64(0.4), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
459,7,9,"(7, (0, 2, 2, 2, 3, 4, 5))","(7, (0, 2, 2, 2, 3, 4, 5), (np.float64(0.0), np.float64(0.4), np.float64(0.5), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (0, 2, 2, 2, 3, 4, 5), (np.float64(0.0), np.float64(0.4), np.float64(0.5), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
460,7,9,"(7, (0, 2, 2, 2, 4, 4, 4))","(7, (0, 2, 2, 2, 4, 4, 4), (np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (0, 2, 2, 2, 4, 4, 4), (np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
461,7,9,"(7, (0, 2, 2, 3, 3, 3, 5))","(7, (0, 2, 2, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.4), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (0, 2, 2, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.4), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
462,7,9,"(7, (0, 2, 2, 3, 3, 3, 5))","(7, (0, 2, 2, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.4), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (0, 2, 2, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.4), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 3, 3, 3, 3), 0, 2)"
463,7,9,"(7, (0, 2, 2, 3, 3, 4, 4))","(7, (0, 2, 2, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(1.0)))","(7, (0, 2, 2, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
464,7,9,"(7, (0, 2, 2, 3, 3, 4, 4))","(7, (0, 2, 2, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (0, 2, 2, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
465,7,9,"(7, (0, 2, 2, 3, 3, 4, 4))","(7, (0, 2, 2, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(1.0)))","(7, (0, 2, 2, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
