mu,seed,ARI,n,m,density,mean_degree,degree_cv,degree_gini,degree_q25,degree_q50,degree_q75,degree_q95,clustering_mean,clustering_q25,clustering_q50,clustering_q75,transitivity,triangles,components,largest_component_fraction,isolate_fraction,bridges,bridge_fraction,articulation_fraction,core_max,core_mean,communities,modularity,largest_community_fraction,community_gini,assortativity,betweenness_mean,betweenness_q95
0.05,0,1.0,300,1229,0.027402452619843923,8.193333333333333,0.3264924880437281,0.1829454841334417,6.0,8.0,10.0,13.0,0.09603320753320753,0.047619047619047616,0.09523809523809523,0.1369949494949495,0.09713536413153116,321,1,1.0,0.0,0,0.0,0.0,6.0,5.403333333333333,4,0.7034021851896235,0.25,0.0,-0.0034123795704170527,0.0085599852095945,0.030005218409032534
0.05,1,1.0,300,1245,0.027759197324414717,8.3,0.3055113815206257,0.17200535475234258,7.0,8.0,10.0,12.050000000000011,0.0955901505901506,0.05036630036630037,0.09307359307359307,0.13333333333333333,0.09758281110116383,327,1,1.0,0.0,0,0.0,0.0,6.0,5.243333333333333,4,0.693445912162707,0.25,0.0,0.010445258132002692,0.008421678529165455,0.025390393636204836
0.05,2,1.0,300,1210,0.02697881828316611,8.066666666666666,0.3354496486380563,0.1865206611570247,6.0,8.0,10.0,13.0,0.10261375008433833,0.05036630036630037,0.09523809523809523,0.14285714285714285,0.09949217535495906,320,1,1.0,0.0,1,0.0008264462809917355,0.0033333333333333335,6.0,4.983333333333333,4,0.703129226145755,0.25,0.0,0.055016213648217946,0.008719890520819668,0.02934374007357402
0.05,3,1.0,300,1187,0.026465997770345598,7.913333333333333,0.3137877892506471,0.17409997191800053,6.0,8.0,9.0,12.0,0.09417488720429895,0.047619047619047616,0.09032634032634032,0.1369949494949495,0.09462271383200088,288,1,1.0,0.0,1,0.0008424599831508003,0.0033333333333333335,5.0,4.8566666666666665,4,0.6992031052492993,0.25,0.0,-0.02621766319263895,0.009066189477017407,0.02870352319623041
0.05,4,1.0,300,1176,0.026220735785953176,7.84,0.3419636275802014,0.193829365079365,6.0,8.0,10.0,12.050000000000011,0.09806312206312207,0.0553030303030303,0.09090909090909091,0.13333333333333333,0.09701819776364833,295,1,1.0,0.0,0,0.0,0.0,5.0,4.8133333333333335,4,0.6982568750289231,0.25,0.0,0.04383953778922576,0.008322398099652795,0.026437449614877918
0.05,5,0.9955604389077789,300,1170,0.02608695652173913,7.8,0.3498536057759996,0.19469230769230772,6.0,8.0,10.0,12.0,0.08239946545828898,0.024786324786324785,0.07142857142857142,0.1111111111111111,0.08299349718946324,251,2,0.9966666666666667,0.0033333333333333335,1,0.0008547008547008547,0.0033333333333333335,5.0,4.806666666666667,5,0.6803831543575133,0.25,0.19866666666666677,0.02668526104449069,0.00840530842342296,0.026617647960749818
0.05,6,0.9910811504997546,300,1237,0.02758082497212932,8.246666666666666,0.3078652854583692,0.17375909458367,6.0,8.0,10.0,12.0,0.10123112073112073,0.05555555555555555,0.09090909090909091,0.1388888888888889,0.0969690866982177,321,1,1.0,0.0,1,0.0008084074373484236,0.0033333333333333335,6.0,5.653333333333333,4,0.6908998287117305,0.25333333333333335,0.004999999999999893,-0.03633547152378214,0.008299235661367749,0.026567439564982937
0.05,7,1.0,300,1178,0.026265328874024527,7.8533333333333335,0.3280806260068173,0.18432088285229198,6.0,8.0,10.0,12.0,0.0885647408147408,0.0362012987012987,0.08333333333333333,0.13333333333333333,0.0903076414158121,273,1,1.0,0.0,0,0.0,0.0,5.0,4.833333333333333,4,0.7029420963274059,0.25,0.0,-0.0068677567372935405,0.008751744581108285,0.02846622966483983
0.05,8,1.0,300,1208,0.02693422519509476,8.053333333333333,0.31925750445546885,0.17751655629139074,6.0,8.0,10.0,13.0,0.09227340687634805,0.047619047619047616,0.08888888888888889,0.13333333333333333,0.09083263246425567,288,1,1.0,0.0,0,0.0,0.0,5.0,4.88,4,0.7021868558396562,0.25,0.0,-0.007211169966457834,0.008840425435319132,0.029903191527109997
0.05,9,1.0,300,1289,0.028740245261984394,8.593333333333334,0.334608838492244,0.18707008016550297,7.0,8.0,10.0,13.0,0.10501955111165635,0.06666666666666667,0.09523809523809523,0.1388888888888889,0.10500544069640914,386,1,1.0,0.0,0,0.0,0.0,6.0,5.523333333333333,4,0.7076368580354988,0.25,0.0,0.0064661084323877965,0.008833170386682116,0.027295570550053935
