mu,seed,ARI,n,m,density,mean_degree,degree_cv,degree_gini,degree_q25,degree_q50,degree_q75,degree_q95,clustering_mean,clustering_q25,clustering_q50,clustering_q75,transitivity,triangles,components,largest_component_fraction,isolate_fraction,bridges,bridge_fraction,articulation_fraction,core_max,core_mean,communities,modularity,largest_community_fraction,community_gini,assortativity,betweenness_mean,betweenness_q95
0.4,4,0.1431539223357597,300,1169,0.026064659977703457,7.793333333333333,0.3421610348705421,0.1905474764756201,6.0,7.0,10.0,12.0,0.04569922996393584,0.0,0.044444444444444446,0.06666666666666667,0.04462699822380107,134,1,1.0,0.0,0,0.0,0.0,5.0,4.836666666666667,9,0.3583451452222038,0.17666666666666667,0.21037037037037032,-0.07170549500136483,0.0067511293588721315,0.01745876076291961
0.4,5,0.1125096250812251,300,1190,0.02653288740245262,7.933333333333334,0.33937513455980967,0.1920728291316527,6.0,8.0,10.0,12.0,0.03458567358567358,0.0,0.026709401709401708,0.047619047619047616,0.03501820518312272,109,1,1.0,0.0,0,0.0,0.0,5.0,4.803333333333334,10,0.3485149353859191,0.17333333333333334,0.19533333333333314,0.00222248131978532,0.006784284636729776,0.017585223255732856
0.4,6,0.12835788944423007,300,1280,0.028539576365663323,8.533333333333333,0.3245245169619316,0.17902083333333318,7.0,8.0,10.0,13.050000000000011,0.03834220844514962,0.0,0.030303030303030304,0.05555555555555555,0.037802279255072735,136,1,1.0,0.0,0,0.0,0.0,6.0,5.683333333333334,10,0.33119049072265627,0.16333333333333333,0.17133333333333334,-0.04441053815714161,0.006325727766133306,0.018092279211467676
0.4,7,0.3648619176381932,300,1198,0.026711259754738016,7.986666666666666,0.3253777246257866,0.1820673344462993,6.0,8.0,10.0,12.0,0.02815940649764179,0.0,0.015151515151515152,0.044444444444444446,0.02813599062133646,88,1,1.0,0.0,1,0.0008347245409015025,0.0033333333333333335,5.0,4.83,7,0.3562887227181641,0.24,0.2752380952380953,-0.015128335327874406,0.0066285710577399575,0.01668275198055495
0.4,8,0.14206790094609945,300,1163,0.02593088071348941,7.753333333333333,0.343325981536889,0.190822585267985,6.0,8.0,10.0,12.0,0.03654190580661169,0.0,0.022222222222222223,0.047619047619047616,0.033980038129415725,101,1,1.0,0.0,2,0.0017196904557179708,0.006666666666666667,5.0,4.8133333333333335,10,0.34533099605269674,0.14666666666666667,0.20399999999999996,-0.0320578602841032,0.006745845800945297,0.02015315987448417
0.4,9,0.2810634903977812,300,1224,0.027290969899665552,8.16,0.3393464744654854,0.19211873638344223,6.0,8.0,10.0,13.0,0.03682091057091057,0.0,0.029437229437229435,0.05555555555555555,0.0390357070808957,129,1,1.0,0.0,0,0.0,0.0,5.0,4.85,8,0.35278532028279724,0.24,0.2908333333333333,0.00019644466558520115,0.006471469797925518,0.017210259223213155
0.5,0,0.03224357829558901,300,1232,0.027469342251950947,8.213333333333333,0.3461125001976252,0.19151515151515142,6.0,8.0,10.0,14.0,0.030027518233400587,0.0,0.020512820512820516,0.047619047619047616,0.029408852361619962,99,1,1.0,0.0,0,0.0,0.0,5.0,4.846666666666667,10,0.32251795992157195,0.17,0.16199999999999992,0.006408413136975582,0.006563475223612768,0.02010134835234718
0.5,1,0.06676213703745339,300,1256,0.028004459308807135,8.373333333333333,0.3322687945439059,0.1860774946921444,6.0,8.0,10.0,13.0,0.03415918587203417,0.0,0.022222222222222223,0.047619047619047616,0.03137593552101324,109,1,1.0,0.0,0,0.0,0.0,6.0,5.51,10,0.3235472914722707,0.17666666666666667,0.22733333333333317,6.535181443229224e-05,0.0064440351584913996,0.016537372775990513
0.5,2,0.05444481053063672,300,1202,0.026800445930880712,8.013333333333334,0.3414490302140392,0.19059068219633946,6.0,8.0,10.0,13.0,0.0336161871897166,0.0,0.026709401709401708,0.05555555555555555,0.03485815974039569,111,1,1.0,0.0,0,0.0,0.0,5.0,4.8533333333333335,10,0.33211632858159307,0.14333333333333334,0.17133333333333334,-0.019908466798768298,0.006538500820584329,0.01913623167261495
0.5,3,0.07061582573799266,300,1214,0.027068004459308806,8.093333333333334,0.3514644682342602,0.1976029654036242,6.0,8.0,10.0,13.0,0.030389971139971137,0.0,0.015151515151515152,0.04599567099567099,0.02900763358778626,95,1,1.0,0.0,0,0.0,0.0,5.0,4.806666666666667,9,0.3364593878664347,0.13666666666666666,0.07333333333333325,0.0033429188923856565,0.006696136878723394,0.01928070407288389
0.5,4,0.06341930135635611,300,1175,0.026198439241917504,7.833333333333333,0.3426787136219275,0.19353191489361699,6.0,8.0,10.0,12.0,0.023615699115699117,0.0,0.0,0.03571428571428571,0.022063666300768385,67,1,1.0,0.0,0,0.0,0.0,5.0,4.793333333333333,11,0.33109135355364416,0.17333333333333334,0.24303030303030315,-0.043249883509128687,0.006711726982712536,0.017889552570046166
0.5,5,0.07815524244343382,300,1187,0.026465997770345598,7.913333333333333,0.34187790093119447,0.1919966301600673,6.0,8.0,10.0,13.0,0.028402319902319898,0.0,0.0,0.044444444444444446,0.029664660361134996,92,1,1.0,0.0,1,0.0008424599831508003,0.0033333333333333335,5.0,4.81,10,0.3407307045080481,0.17666666666666667,0.16599999999999993,0.03263446851368469,0.006779916559756713,0.01967350528326418
0.5,6,0.03611108677388674,300,1240,0.027647714604236342,8.266666666666667,0.33586555520901284,0.18802419354838706,6.0,8.0,10.0,13.0,0.03033629430997852,0.0,0.01818181818181818,0.03636363636363636,0.025966361758630863,88,1,1.0,0.0,1,0.0008064516129032258,0.0033333333333333335,6.0,5.596666666666667,10,0.31514210457856395,0.15666666666666668,0.2506666666666666,-0.03159395130987464,0.006418538916390475,0.01709488097677422
0.5,7,0.05744974756959469,300,1188,0.02648829431438127,7.92,0.3515819047264063,0.19721941638608298,6.0,8.0,10.0,13.0,0.023698033448033447,0.0,0.013986013986013986,0.03571428571428571,0.024296675191815855,76,1,1.0,0.0,1,0.0008417508417508417,0.0033333333333333335,5.0,4.783333333333333,11,0.3260211543039826,0.14,0.2018181818181819,0.034014205374163185,0.00667943148182494,0.01767449185270194
0.5,8,0.03666050539335262,300,1231,0.027447045707915275,8.206666666666667,0.3291652465893733,0.18347955591659892,6.0,8.0,10.0,13.0,0.027644380673792438,0.0,0.01818181818181818,0.044444444444444446,0.029199277543648403,97,1,1.0,0.0,0,0.0,0.0,5.0,4.86,11,0.32081134462349237,0.11666666666666667,0.12848484848484865,0.04380057629686458,0.0063860461470190205,0.016086685850132613
0.5,9,0.0573656971338584,300,1260,0.028093645484949834,8.4,0.35006208282128487,0.1951587301587301,6.0,8.0,10.0,13.0,0.031164020218973777,0.0,0.02564102564102564,0.047619047619047616,0.03276527633932775,116,1,1.0,0.0,0,0.0,0.0,6.0,5.46,12,0.32017101284958427,0.13,0.1761111111111111,-0.01652910291308453,0.006438710553352134,0.017280632494842192
0.6,0,0.027001820046725453,300,1245,0.027759197324414717,8.3,0.33148955402885794,0.18723694779116462,6.0,8.0,10.0,13.0,0.019515969324792853,0.0,0.0,0.03571428571428571,0.020833333333333332,71,1,1.0,0.0,0,0.0,0.0,6.0,5.57,10,0.3107185367977936,0.13666666666666666,0.10066666666666668,-0.013030425170290912,0.006184382160180552,0.01551255582303316
0.6,1,0.009836458710185732,300,1265,0.028205128205128206,8.433333333333334,0.34784854401093757,0.19653754940711465,6.0,8.0,10.0,13.0,0.02812676593558946,0.0,0.01818181818181818,0.047619047619047616,0.027772582756685992,99,1,1.0,0.0,1,0.0007905138339920949,0.0033333333333333335,6.0,5.553333333333334,12,0.31621084534987265,0.11333333333333333,0.11388888888888893,-0.029049320934550718,0.006525003525679365,0.018811325865720707
0.6,2,0.00516526109304348,300,1155,0.025752508361204015,7.7,0.3547935322885343,0.19944588744588732,6.0,8.0,9.0,12.0,0.023965801083448143,0.0,0.0,0.03636363636363636,0.0250620907654098,74,1,1.0,0.0,1,0.0008658008658008658,0.0033333333333333335,5.0,4.746666666666667,10,0.3303798654448005,0.14333333333333334,0.09599999999999986,-0.010019546622046798,0.006791711612401586,0.018891466967565322
0.6,3,0.0034526595662764084,300,1183,0.0263768115942029,7.886666666666667,0.34679394452863344,0.1933023386869539,6.0,8.0,10.0,12.050000000000011,0.022792040203804907,0.0,0.0,0.04407814407814408,0.025245441795231416,78,2,0.9966666666666667,0.0033333333333333335,1,0.0008453085376162299,0.0033333333333333335,5.0,4.8,11,0.31704107713601176,0.13666666666666666,0.2333333333333334,0.03128070750081905,0.00669563261592625,0.018054865170282892
0.6,4,0.012535389014889061,300,1139,0.025395763656633222,7.593333333333334,0.3638826183199671,0.20544337137840207,6.0,7.0,10.0,12.0,0.027423187923187924,0.0,0.0,0.03636363636363636,0.02634315424610052,76,1,1.0,0.0,0,0.0,0.0,5.0,4.746666666666667,11,0.3311994487100725,0.13666666666666666,0.20000000000000018,-0.012711591654536747,0.006756934902494765,0.017185964786006938
0.6,5,0.025330256446195357,300,1212,0.027023411371237458,8.08,0.3512235813797864,0.19873212321232114,6.0,8.0,10.0,13.0,0.024903215520862578,0.0,0.0,0.03571428571428571,0.02513024823781796,82,1,1.0,0.0,0,0.0,0.0,5.0,4.8133333333333335,11,0.31932735352743197,0.16333333333333333,0.2018181818181819,0.00917266210555905,0.00668557062908615,0.019357429071845844
0.6,6,0.03691377062259242,300,1262,0.028138238573021182,8.413333333333334,0.31557344531930875,0.1778790279978868,7.0,8.0,10.0,13.0,0.026094091094091092,0.0,0.015151515151515152,0.03636363636363636,0.023336214347450302,81,1,1.0,0.0,1,0.000792393026941363,0.0033333333333333335,6.0,5.633333333333334,10,0.30784626068349236,0.13,0.1526666666666665,-0.01971277575683473,0.006313824896027701,0.01521842174048867
0.6,7,0.020165450300286866,300,1222,0.027246376811594204,8.146666666666667,0.3154725513705516,0.17598472449536273,6.0,8.0,10.0,13.0,0.026238881488881486,0.0,0.01818181818181818,0.044444444444444446,0.026223776223776224,85,1,1.0,0.0,0,0.0,0.0,5.0,4.8933333333333335,12,0.3188777218533112,0.12666666666666668,0.1772222222222224,-0.004152553004641612,0.0066805402228859055,0.018468622916524503
0.6,8,0.02133383156185877,300,1170,0.02608695652173913,7.8,0.3526612142867993,0.19405128205128208,6.0,8.0,9.0,12.0,0.024828629460208407,0.0,0.0,0.03818681318681319,0.027389726102738973,83,1,1.0,0.0,1,0.0008547008547008547,0.0033333333333333335,5.0,4.763333333333334,11,0.32399590912411425,0.14333333333333334,0.20000000000000018,-0.0071800118224024274,0.006656163596213233,0.016931025269542207
0.6,9,0.009691074018623371,300,1293,0.02882943143812709,8.62,0.31986320452187683,0.1768935292601186,7.0,9.0,10.0,13.0,0.0325230091259503,0.0,0.02564102564102564,0.047619047619047616,0.03165650868734649,116,1,1.0,0.0,1,0.0007733952049497294,0.0033333333333333335,6.0,5.72,10,0.30712791645656995,0.15666666666666668,0.1399999999999999,-0.011586429030525765,0.006326222528562558,0.016530765961569552
0.7,0,-0.004479613106414204,300,1235,0.02753623188405797,8.233333333333333,0.3459347745349633,0.19393522267206476,6.0,8.0,10.0,13.0,0.026244061494061496,0.0,0.01818181818181818,0.038461538461538464,0.026600985221674877,90,1,1.0,0.0,1,0.0008097165991902834,0.0033333333333333335,6.0,5.483333333333333,10,0.31355799963939746,0.16333333333333333,0.19399999999999995,-0.039990718078658956,0.0064355763160520996,0.0159440482404802
0.7,1,0.002566615147141569,300,1186,0.026443701226309922,7.906666666666666,0.3578301991472075,0.20244238336143883,6.0,8.0,10.0,13.0,0.02857930032930033,0.0,0.015151515151515152,0.047619047619047616,0.02715076660988075,85,1,1.0,0.0,0,0.0,0.0,5.0,4.77,11,0.3249593344499771,0.15,0.1890909090909092,-0.029710623244958247,0.006376216728786414,0.016732479256925725
0.7,2,-0.0027721904012036384,300,1181,0.02633221850613155,7.873333333333333,0.3564755501239518,0.20049957662997442,6.0,8.0,10.0,13.0,0.024027204277204277,0.0,0.0,0.03571428571428571,0.022583073448757932,70,1,1.0,0.0,2,0.001693480101608806,0.006666666666666667,5.0,4.783333333333333,10,0.3200910406872575,0.13333333333333333,0.1406666666666665,0.0007037428859415848,0.006514095008385987,0.019331464353507258
0.7,3,0.006970918585465299,300,1179,0.0262876254180602,7.86,0.34202549839829427,0.1921798134011874,6.0,8.0,10.0,12.0,0.02794213030977737,0.0,0.01282051282051282,0.044444444444444446,0.02682075883122547,82,1,1.0,0.0,1,0.0008481764206955047,0.0033333333333333335,5.0,4.783333333333333,11,0.3226354474436366,0.14333333333333334,0.15636363636363648,0.0292405468862088,0.006818747909045575,0.017841890714035684
0.7,4,0.0040836778771983955,300,1176,0.026220735785953176,7.84,0.35731895561324295,0.2025340136054421,6.0,7.0,10.0,12.050000000000011,0.023938043438043434,0.0,0.0,0.035876623376623375,0.022774102591909772,70,1,1.0,0.0,0,0.0,0.0,5.0,4.756666666666667,10,0.32523991739552965,0.16666666666666666,0.18199999999999994,0.02131616828884511,0.00673083197665562,0.01597486818829209
0.7,5,-0.000708109139328625,300,1228,0.02738015607580825,8.186666666666667,0.3347846543416383,0.18958740499457094,6.0,8.0,10.0,13.0,0.026492747992747992,0.0,0.016666666666666666,0.044444444444444446,0.028938906752411574,96,1,1.0,0.0,0,0.0,0.0,5.0,4.8533333333333335,10,0.3134840953219663,0.17666666666666667,0.24933333333333318,-0.0587843949175682,0.006723744499680518,0.018542864355927013
0.7,6,0.001654561411657715,300,1241,0.027670011148272017,8.273333333333333,0.34861428459691274,0.19705345151759324,6.0,8.0,10.0,13.0,0.03165974765974766,0.0,0.018614718614718615,0.044444444444444446,0.02773992602686393,95,1,1.0,0.0,0,0.0,0.0,6.0,5.536666666666667,10,0.32301742570682973,0.18666666666666668,0.22133333333333316,-0.07524888712466565,0.006491630859826094,0.01886253379968237
0.7,7,-0.00557905463202805,300,1218,0.027157190635451505,8.12,0.33453438566919036,0.1866912972085386,6.0,8.0,10.0,13.0,0.02449000074000074,0.0,0.0,0.03571428571428571,0.020861028735044484,68,1,1.0,0.0,1,0.0008210180623973727,0.0033333333333333335,6.0,5.583333333333333,11,0.31181531272834145,0.13333333333333333,0.19272727272727286,-0.021910271338507446,0.006503449179629699,0.017204641649990898
0.7,8,-0.0012576010260744778,300,1155,0.025752508361204015,7.7,0.3448290401909546,0.19320923520923516,6.0,8.0,9.0,12.0,0.021422235172235172,0.0,0.0,0.03571428571428571,0.022510231923601638,66,1,1.0,0.0,2,0.0017316017316017316,0.006666666666666667,5.0,4.74,11,0.3258477164970672,0.16,0.2012121212121214,0.03621549229653623,0.007012183700980588,0.01992336217499137
0.7,9,0.006447364516955063,300,1250,0.027870680044593088,8.333333333333334,0.3529079200018044,0.19902666666666669,6.0,8.0,10.0,13.050000000000011,0.03270875692934516,0.0,0.022222222222222223,0.047619047619047616,0.03096330275229358,108,1,1.0,0.0,0,0.0,0.0,5.0,4.87,11,0.32608288,0.17,0.21636363636363654,-0.03901527347907293,0.0064746980128176385,0.01803731255102834
0.75,0,0.0012832082028096893,300,1257,0.02802675585284281,8.38,0.3370060237977727,0.18825245293025716,7.0,8.0,10.0,13.0,0.02528970103970104,0.0,0.01818181818181818,0.045454545454545456,0.026926382125465484,94,2,0.9966666666666667,0.0033333333333333335,1,0.0007955449482895784,0.0033333333333333335,6.0,5.616666666666666,12,0.3145892943826426,0.14666666666666667,0.19944444444444454,0.004302520051156979,0.006405599628975171,0.01919533991148609
0.75,1,0.0035246287798153934,300,1185,0.026421404682274247,7.9,0.34888672412302313,0.19630379746835436,6.0,8.0,10.0,12.050000000000011,0.026378847187670716,0.0,0.01818181818181818,0.044444444444444446,0.027050236152855303,84,1,1.0,0.0,0,0.0,0.0,5.0,4.79,12,0.32047819971870606,0.16666666666666666,0.2105555555555556,-0.05787159266646728,0.006417273278307482,0.018033443127422364
0.75,2,-0.0005989722896503893,300,1176,0.026220735785953176,7.84,0.3654227287007714,0.20375850340136048,6.0,8.0,10.0,13.0,0.022754677784089548,0.0,0.0,0.03571428571428571,0.02361185983827493,73,1,1.0,0.0,2,0.0017006802721088435,0.006666666666666667,5.0,4.786666666666667,9,0.3264937352492017,0.15333333333333332,0.17333333333333334,0.02310723845804677,0.00670229275989028,0.019341147968112118
0.75,3,0.0028585040495474035,300,1158,0.02581939799331104,7.72,0.3398031592138776,0.1912665515256189,6.0,8.0,10.0,12.0,0.02555751655751656,0.0,0.0,0.03688811188811189,0.02654867256637168,78,2,0.9966666666666667,0.0033333333333333335,2,0.0017271157167530224,0.006666666666666667,5.0,4.77,12,0.3291579788868307,0.16666666666666666,0.30166666666666675,0.009146384948401268,0.00676086515600775,0.017206336479168437
0.75,4,-0.0006747276965354189,300,1181,0.02633221850613155,7.873333333333333,0.35541806466027587,0.19962178944397402,6.0,8.0,10.0,13.0,0.030568117068117063,0.0,0.015151515151515152,0.044444444444444446,0.028088678433060697,87,1,1.0,0.0,1,0.000846740050804403,0.0033333333333333335,5.0,4.793333333333333,10,0.31340853379181094,0.14666666666666667,0.18933333333333335,-0.034234233565921056,0.006618418326589911,0.01861004851785264
0.75,5,0.0025879972987992595,300,1210,0.02697881828316611,8.066666666666666,0.37971586802182294,0.2119228650137741,6.0,8.0,10.0,14.0,0.02878845446492505,0.0,0.020512820512820516,0.047619047619047616,0.031632858003615184,105,1,1.0,0.0,3,0.0024793388429752068,0.01,5.0,4.75,11,0.3311904924527013,0.18333333333333332,0.2769696969696971,-0.0424218876895588,0.006494205153264603,0.018241506815709293
0.75,6,0.0023587037949740625,300,1251,0.027892976588628764,8.34,0.34092421255069394,0.1900346389555021,6.75,8.0,10.0,13.0,0.027277946225314646,0.0,0.01818181818181818,0.045454545454545456,0.026262626262626262,91,1,1.0,0.0,0,0.0,0.0,6.0,5.553333333333334,8,0.3197378148640161,0.19333333333333333,0.15500000000000003,-0.04674442961762373,0.006435278326545941,0.01775507810718345
0.75,7,0.013941800774245188,300,1223,0.027268673355629876,8.153333333333334,0.34595971632860273,0.19517852275824477,6.0,8.0,10.0,13.0,0.02452552730493907,0.0,0.008438375350140057,0.035876623376623375,0.02383826191913096,79,1,1.0,0.0,0,0.0,0.0,5.0,4.826666666666667,9,0.3163253503809848,0.18666666666666668,0.20222222222222208,0.026440767924366424,0.006600397517079999,0.018737552145299433
0.75,8,-0.007698900509332955,300,1192,0.02657748049052397,7.946666666666666,0.34547668438431234,0.1955508948545861,6.0,8.0,10.0,12.0,0.0304036889036889,0.0,0.01818181818181818,0.047619047619047616,0.03028371055148231,95,1,1.0,0.0,0,0.0,0.0,5.0,4.78,11,0.31753250135129046,0.17,0.2224242424242424,0.031336758228687776,0.00675355534452792,0.01768642297470138
0.75,9,0.0004484887467917794,300,1237,0.02758082497212932,8.246666666666666,0.3526834374903396,0.19819455672325503,6.0,8.0,10.0,13.0,0.02447235172235172,0.0,0.015151515151515152,0.044444444444444446,0.026678393433010848,91,1,1.0,0.0,1,0.0008084074373484236,0.0033333333333333335,5.0,4.826666666666667,11,0.31653954563188774,0.14,0.16121212121212136,0.03702590966161786,0.006554263928520287,0.017104945751983958
